developer_key,developer_name
1281,Blackc
1282,Blackfox Studios
1283,Blacklight Interactive
1284,Blackout Games
1285,Blackridge Entertainment
1286,Blackthornprod
1287,Blackthug
1288,Blake Gillman
1289,Blake Johnson
1290,BlankMediaGames LLC
1291,Blaster Games Studio
1292,Blastmode
1293,Blaze
1294,Blazing Bit Games
1295,Blazing Griffin
1296,Blazing Planet Studio
1297,Blazing Stick
1298,Bleakmill
1299,Bleeding Tapes
1300,Bleem
1301,Blekoh
1302,Blender Games
1303,Blind Monkey Games
1304,Blind Squirrel Entertainment
1305,Blind Squirrel Games
1306,BlindShot Studio
1307,Blindflug Studios AG
1308,Bling Bling Games GmbH
1309,Blingame
1310,BlitWorks
1311,"Blizzard Entertainment, Inc."
1312,Blob Games
1313,Blobfish
1314,Bloober Team
1315,Bloober Team SA
1316,Blood Machine
1317,BloodBrothers Studios
1318,BloodRain Publishing
1319,Bloody Pixel Games
1320,Bloom Digital Media
1321,Bloomside Studios
1322,Blow and Try Again
1323,Blowfish Studios
1324,BlqGms
1325,Blue Banana Lab
1326,Blue Bomber Games
1327,Blue Bottle Games
1328,Blue Brain Games
1329,Blue Giraffe
1330,Blue Isle Studios
1331,Blue Math
1332,Blue Meridian
1333,Blue Moose Games
1334,Blue Pin Studio
1335,Blue Sunset Games
1336,Blue Wizard Digital
1337,Blue Wizard Labs
1338,Blue.Owl
1339,Blue9Fairy
1340,BlueEagle Productions
1341,BlueFront
1342,BluePrinting
1343,BlueTale
1344,BlueTwelve Studio
1345,BluebsTopCat
1346,Bluecharm
1347,Bluelight Construct
1348,Blueplanet VR
1349,Blueside
1350,Bluespy Studios
1351,Blukulélé
1352,Blusagi Team
1353,BlusterD
1354,Blyts
1355,Bo Chen
1356,BoRoBoRoGame
1357,Boar-in-games
1358,BoardgameProgramPlan
1359,Boardscore Inc
1360,Boat Anchor Games
1361,Boatmeal Brothers
1362,Boaz Leshman
1363,Bob
1364,BobberWCC
1365,BobbiDren
1366,Bobby Two Hands
1367,Bocary Studios
1368,Bocata Games Ltd.
1369,Bocharov Games
1370,Bodeville
1371,Bogdan Padjen
1372,Bogdan Rosca
1373,Bogozet
1374,Bohemia Interactive
1375,Bold Statement Games
1376,Bolverk Games
1377,BomBasta Games
1378,Bomb Shelter Games
1379,Bombreature Games
1380,Bonança
1381,Bone Collectors
1382,Bone Nail
1383,BoneApps
1384,Bonereaders
1385,Bones
1386,Bonjourcoco
1387,Bonte Avond
1388,Bonus Level Entertainment
1389,BonusXP
1390,Boogygames Studios
1391,Bookmark Games
1392,Boolba Entertainment
1393,Boolean
1394,Boom Corp
1395,Boom Games
1396,Boom Games Team
1397,Boom Team
1398,BoomBit
1399,Boomfire Games
1400,Boomzap Inc
1401,"Boppy Games, LLC"
1402,Borealis
1403,Borington
1404,Boris the Bear
1405,Borrowed Light VR
1406,Bossa Studios
1407,Botgate
1408,Bottom Feeders
1409,Boujin 【棒陣】
1410,Boulder Trap Games
1411,Bouncyrock Entertainment
1412,Bounding Box Software Inc.
1413,"Boundless Dynamics, LLC"
1414,Boundless Games
1415,BoxCutter Game Studio
1416,BoxFox Studios
1417,BoxFrog Games
1418,Boxelware
1419,Boxstudio
1420,Brabo Game Creations
1421,Brace Yourself Games
1422,Brad Patterson
1423,Braden Banning
1424,Bradley Jardine - Sound Designer/Composer
1425,Bradley Shepherd
1426,Brady Soglin
1427,Braian Strak
1428,Brain Seal Ltd
1429,BrainDead Broccoli
1430,BrainGame
1431,Braincircus
1432,Brainseed Factory
1433,Brainstorm Software
1434,Brainwash Gang
1435,Brametjuhh
1436,Branching Narrative Ltd
1437,Brandon Alexander Holt
1438,Brandon Ofenstein
1439,Brandon Phillips
1440,Brass Persimmon
1441,Brass Token
1442,Brave At Night
1443,Brave Giant LTD
1444,BraveCat'Studios
1445,BraveWolf
1446,Brawsome
1447,Brazen Legions
1448,Bread Panda
1449,Breadcrumbs Interactive
1450,BreakAway Games
1451,Breakdown Studio
1452,Breaking Walls
1453,Breakpoint Games
1454,Brendan Keogh
1455,Brendan Roarty
1456,Brennan McCulloch
1457,Brenntkopf Development
1458,Brent Arnold
1459,Brenton Wildes
1460,Breogan Hackett
1461,Brezg Studio
1462,Brian J. Lancaster
1463,Brian Laflamme
1464,Brian Lindenhof
1465,Brian Lynch
1466,Brian Macumber
1467,Brianode
1468,Brieyh'leai
1469,Briganti
1470,Bright
1471,Bright Corners LLC
1472,Bright Light Interstellar Limited
1473,Brightdawn Entertainment
1474,Brilliance
1475,Brilliance Games
1476,Brilliant Game Studios
1477,Brilliant Skies Ltd.
1478,Brinemedia
1479,Britt Brady
1480,Broadsword
1481,Broken Arms Games
1482,Broken Arrow Games
1483,Broken Bear Games
1484,"Broken Bunny Studios, Inc"
1485,Broken Rules
1486,Broken Spear Inc.
1487,Bronze Box Interactive
1488,Brouillard
1489,Brownmonster Limited
1490,Bruce Scott
1491,Bruno Ferreira Lopes da Silva Teixeira de Queiroz
1492,Bruno Queiroz
1493,Brutal muse
1494,BrutalHack
1495,Bruxão
1496,Bry Guy Studios
1497,Bryce Bucher
1498,Bryce Summer
1499,Brytenwalda
1500,Bubblebird Studio
1501,Bubblegum Home Entertainment
1502,Bubblehead Game Dev
1503,Bubby Darkstar
1504,Buck Studios
1505,Buckethead Entertainment
1506,Buckle Up Games
1507,Bucksoft91
1508,Bud of Lupine
1509,Buff Studio
1510,Buffa Software
1511,BufoProject
1512,Bug Mane LLC
1513,Bugbyte Ltd.
1514,Builderment LLC
1515,BulatHard
1516,Bullets
1517,Bullseye Game Studio
1518,Bulut ULU
1519,Bulwark Studios
1520,BumpkinBrothers
1521,Bungarra Software Pty Ltd
1522,Bunker 22
1523,Bunlysh Studios
1524,Bunny Box Games
1525,Bunnyhug
1526,Burak Dabak
1527,Bureau Bravin
1528,Burgos Games
1529,Burning Bright
1530,Burning Forest
1531,Burning Goat Studio
1532,Burning Leaf Game
1533,Burning Sunset
1534,Burst2Flame Entertainment
1535,Business Goose Studios
1536,ButWhyLevin
1537,Butengo entertainment
1538,Butterscotch Shenanigans
1539,ButtonX
1540,ByOwls
1541,ByVal Games
1542,Bynine Studio
1543,Byron Dunwoody
1544,Byte Barrel
1545,Byte Kinematics
1546,ByteRockers' Games
1547,Bytefire Games
1548,Byterunners
1549,Byterunners Game Studio
1550,Bytten Studio
1551,Byzantine Games
1552,Błażej Smorawski
1553,C.T. Matthews
1554,C3 Games
1555,C3BGames
1556,C5H5 GaMes Lab
1557,CAAMS
1558,CABO Studio
1559,CAM
1560,CAN TASPINAR
1561,"CAPCOM CO., LTD."
1562,"CAPCOM Co., Ltd."
1563,CARHAY Interactive
1564,CASCHA GAMES
1565,CASE
1566,CATASTROPHIC_OVERLOAD
1567,CAVYHOUSE
1568,CC ARTS
1569,CCM
1570,CCS
1571,CD PROJEKT RED
1572,"CFK Co., Ltd."
1573,CG Cowboy Studios
1574,CGA Studio
1575,CHARON
1576,CHEST BOX
1577,CHICKEN SODA GAMES
1578,CI Games
1579,CICUN
1580,CINDYZ STUDIO
1581,CIRCLE Ent.
1582,CITY CONNECTION
1583,CJGames
1584,CLU Entertainment LLC
1585,CLYDE games
1586,CM IMMERSIVE
1587,CMGE
1588,CODE BELL
1589,CODELIFE Studio
1590,COLNELIUS
1591,COMPILE HEART
1592,CORE Games
1593,COSDOTS
1594,COWCAT
1595,CPW Games
1596,CQGAME
1597,CREATIVE ASSEMBLY
1598,CREATIVE VR3D
1599,CREATY
1600,CRGames
1601,CSM
1602,CSTG-小光
1603,CUBETYPE
1604,CUTE ANIME GIRLS
1605,CVR
1606,CaTaTo
1607,Cabbage Soft
1608,Cabbeast Games
1609,Cadabra Games
1610,Cadaver Carnival Studios
1611,Cael O'Sullivan
1612,Caffeinedependent Software
1613,Cafundo Estudio Criativo Eireli
1614,Caio Flavio
1615,Caio Ribeiro Chagas
1616,Caipirinha Games
1617,Caipirinha Games GmbH
1618,CakeGames
1619,Calamity Bay Games
1620,Calangames
1621,Calappa Games
1622,Calathea Game Studio
1623,Caligari Games
1624,Calin Ardelean
1625,Callback
1626,Caltain VR Ltd
1627,Calvares
1628,Camden Cleveland
1629,Camel 101
1630,Camelot.TDM
1631,Cameron Chin
1632,Cameron Downey
1633,Cameron Ladjevardi
1634,Camouflaj
1635,Campfire Studio
1636,Camshaft Software Ltd
1637,Canari Games
1638,Canberk Demir
1639,Candymakers
1640,Canine Games
1641,Cankut Keskin
1642,Cannibal Interactive
1643,Cantarella Massimiliano
1644,Canuck Play Inc
1645,Canvas+Garden
1646,Caos Creations
1647,CapPlay Interactive Inc.
1648,Cape Cosmic
1649,Capital Digital
1650,CappucciNoiz
1651,Capriccio
1652,Capricia Productions
1653,Caps Collective
1654,Capstone Software
1655,Capsule Core
1656,CapsuleCollapse
1657,Captain Bear Games
1658,Captain Games
1659,Capybara Games
1660,CarPhyGames
1661,Caramel-Mocha Studio
1662,Caramelo Game Studio
1663,Carbon Studio
1664,Cardboard Games
1665,Caret Games
1666,Carf Darko
1667,CarloC
1668,CarloCGC
1669,Carlos Coronado
1670,Carlos Diaz Muñoz
1671,Carlos Garza
1672,Carlos Julián López García
1673,Carlos Junio
1674,Carlos Martins
1675,Carnotaurus Team
1676,Caro Builders
1677,Carola Sochiera
1678,Carotaa
1679,Carrion Wave LLC
1680,Carry Castle
1681,Carry-On Games
1682,Carson Kompon
1683,Cartboard Games
1684,Casa Rara
1685,Casey Atkins
1686,Casey Donnellan Games LLC
1687,CashcowGames
1688,CasketCheese
1689,Casper Croes
1690,Caspian Interactive
1691,Cassel Games
1692,Cassidy Robideaux - Audio Lead
1693,Cassius John-Adams
1694,Castello Inc
1695,"Castle Pixel, LLC."
1696,Castle Roaches
1697,Casus Ludi
1698,Cat & Fiddle Games Team
1699,Cat Commandos
1700,Cat Floor Studio
1701,Cat God Studio
1702,Cat In A Jar Games
1703,Cat Nigiri
1704,Cat Paw Game
1705,Cat Play Studio
1706,Cat Shawl Games
1707,Cat Shine
1708,Cat Studio
1709,Cat-astrophe Games
1710,CatOnTree Studio
1711,CatSaw
1712,CataStoica
1713,Cataclysm Entertainment
1714,Catalina Zavaleta
1715,Catbird Soft
1716,Catfood McFly
1717,CatgirlLydia
1718,Catherine Svyataya
1719,Cathuria Games
1720,Catnip
1721,Catobyte
1722,Catowo
1723,Catthia Games
1724,Catze
1725,Cauê Henrique
1726,Cavalry
1727,Cave Ghost Games
1728,Cave Monsters
1729,CaveDave
1730,CaveLight LLC
1731,Cavylabs
1732,Caz
1733,Caz Game Design
1734,Cdu Game
1735,Cel Davison
1736,CelLab
1737,Celebrity Kombat Corp.
1738,Celeritas Games
1739,Celery Emblem™
1740,Cellar Door Games
1741,CelleC Games
1742,Celtos
1743,CenterPoint Gaming
1744,Centers for Disease Control and Prevention
1745,Centicerise Productions
1746,Cerberus Gate Games
1747,Cereal Games
1748,CerebralJam
1749,CggtGroup
1750,Chadderbox
1751,Chalcedony Network
1752,Chalkseagull
1753,ChalkstoneInteractive
1754,Challenging Games
1755,Cham Project
1756,Chameleon Games
1757,ChaniMK
1758,ChaoGames
1759,Chaoclypse
1760,Chaos Concept
1761,Chaos Cute Soft
1762,Chaos Group Games
1763,ChaosForge
1764,ChaosXuX
1765,Chaosmonger Studio
1766,Char & Torfi
1767,Chara-ani Corporation
1768,Chard
1769,Charge Games
1770,Charging Llama
1771,Charles Chiasson
1772,Charles Games
1773,Charlie Brej
1774,Charlie Oscar
1775,Charm Games
1776,ChaseFOX
1777,Chashu Entertainment
1778,Chasing Carrots
1779,Chasing Rats Games
1780,Chatty Pillow
1781,Chaystar Unlimited LLC
1782,Cheap Ramen Games
1783,Checkmaty
1784,CheddaNinja Games
1785,Cheesecake Dev
1786,Cheetah Mobile Inc.
1787,Chem DV
1788,Chemical Pudding
1789,Chequered Ink Ltd.
1790,Cherniukh Andrii
1791,ChessBase GmbH
1792,Chestnut Games
1793,Chewa
1794,Chi Entertainment Corp.
1795,Chi21
1796,Chibig
1797,Chicken Launcher
1798,Chicken Waffle
1799,Chii the Cat
1800,Childish Things Ltd
1801,ChillSwitch Games
1802,Chilla's Art
1803,Chillin' Wolf
1804,ChilloutVR Team
1805,ChillyRoom
1806,Chim Ruoi Games
1807,Chime Corporation
1808,Chimney Castle
1809,Choc Abyss
1810,Choice Provisions
1811,Choice of Games
1812,Chongming Studio
1813,Choose Red
1814,Chopin et al.
1815,Chris
1816,"Chris ""Saget"" Mac"
1817,Chris Antoni
1818,Chris Danelon
1819,Chris Kerich
1820,Chris Klimowski
1821,Chris Lucian
1822,Chris McFarland
1823,Chris Nordgren
1824,Chris Rickett
1825,Chris Shanaz
1826,Chris Turd Boomerang Armstrong
1827,Chris W.
1828,Christian Walter
1829,Christoffer Tornell
1830,Christoph Frey
1831,Christoph Schultz
1832,Christophe Galati
1833,Christopher Cinq-Mars Jarvis
1834,Christopher Couto
1835,Christopher Jarvis
1836,Christopher Juerges
1837,Christopher Mielack
1838,Christopher Yabsley
1839,Chromatic Games
1840,Chrome Horizon 3D
1841,Chronos Unterhaltungssoftware
1842,Chronospace
1843,Chrysolite Software
1844,Chucklefish
1845,Chuhai Labs
1846,Chump Squad
1847,Chun Y.
1848,Chunkybox Games
1849,Chupacabra Game Studios
1850,Church of Bolloxology
1851,Chute Apps
1852,Chuvdji
1853,Cicada Games
1854,Cinder Cone
1855,Cindy Pondillo
1856,Circle Fairy Flower
1857,Circle Gyu
1858,Circle Kurasuke Warehouse
1859,Circle Meimitei
1860,Circle Poison
1861,CircuitLord
1862,Ciro Fernandes (Cube Legal)
1863,Citizen's Arrow Studio
1864,City From Naught Inc.
1865,City Interactive S.A.
1866,City Wizard Games
1867,Clarity Games
1868,Clarus Victoria
1869,Class of 2019-2020
1870,Classic Chocolat
1871,Claudio Correa Dias
1872,Clay Dragon Games
1873,Clay Peterson
1874,Claytechworks
1875,Cleardot Games
1876,Clearline
1877,Cledson Lopes Marta de Oliveira
1878,Clement Willay Games
1879,Clever Beans
1880,Clever Plays
1881,CleverRaven
1882,Cleversan Games
1883,Cliax Games
1884,Cliff
1885,Clifftop Games
1886,Climax Studios
1887,Climbing Goat Games
1888,Cloak and Dagger Games
1889,Clobster Games
1890,Clock In Dream
1891,Clock Out Games
1892,Clock Wizard Games
1893,ClockStone
1894,Clockwork Acorn
1895,Clockwork Bird
1896,Clockwork Conquest Games
1897,Clockwork Origins
1898,Clockwork Pile
1899,Cloisters Interactive
1900,Clops Game Studio
1901,Cloud 9 Limited
1902,Cloud M1
1903,CloudDreamStudio
1904,Cloudfire Studios
1905,Cloudy Games LLC
1906,Clovelt
1907,Clover Bite
1908,Club Foxhole
1909,"Cluck Games, LLC"
1910,Clymenia
1911,CoKe_Deer
1912,Coal Valley Games
1913,Coalescent Studio
1914,CoastGames GmbH
1915,Cobley Games
1916,Cobra Byte Digital
1917,Cockroach Inc.
1918,Code Club AB
1919,Code Monkey
1920,Code Mystics
1921,Code Wakers
1922,CodeForce
1923,CodeManu
1924,CodeParade
1925,Codebrew Games Inc.
1926,Codeglue
1927,Codemasters
1928,Coden Studio
1929,Codename Entertainment Inc.
1930,Code}{atch
1931,Coding Leap
1932,CodingApe Games
1933,Codrin Bradea
1934,Cody Wren
1935,Coffee Addict Studio
1936,Coffee Stain Studios
1937,Coffee Studio
1938,CoffeeCupz Games
1939,Coffeenauts
1940,Cognoggin Games
1941,Cogoo
1942,Cogwheel Software
1943,Coil Games
1944,Coin Crew Games
1945,Colar Group
1946,Colby Crawford
1947,Cold Beam Games
1948,Cold Iron Studios
1949,Cold Symmetry
1950,Cold-Dark Software™
1951,ColdBones
1952,Coldwild Games
1953,Coldwood Interactive
1954,Cole
1955,ColePowered Games
1956,Colestia
1957,ColloseusX
1958,Color Gray Games
1959,Colorfiction
1960,ColorfulMaxtrix
1961,Colorgrave
1962,Colossal Order
1963,Colossus Game Studio
1964,Colton Lathrop
1965,Combat Waffle Studios
1966,Combat Wombat Studios
1967,Combo Routine
1968,Come Over Gaming S.L.U.
1969,Cometsoft Inc.
1970,Comfy Company
1971,CommandosPro
1972,ComonGames
1973,Comp-3 Interactive
1974,Company Not Found
1975,Compile Heart
1976,Complex Games
1977,Complex Plane
1978,Computer Lunch
1979,ComputerDev
1980,Con Artist Games
1981,Conarium Software
1982,Concode
1983,Confirmed Games
1984,Confiture
1985,Conglomerate 5
1986,Congo Jungle Games
1987,Connection
1988,Conner Rush
1989,Conor Petersen
1990,Conor Walsh
1991,Conrad Miller
1992,Conradical Games
1993,Considera Games LLC
1994,Constanta Games
1995,Consumer Softproducts
1996,Container Studio
1997,Contamination Studios
1998,Contigo Games
1999,Continuum XR
2000,Control
2001,Controlled Chaos Media
2002,CooCooSqueaky Games
2003,Cookie Games Club
2004,CookieByte Entertainment
2005,CookieDev
2006,Cool Games Studio
2007,Cool Scooter Software
2008,Cool Smithy Games
2009,CoolCraftGames
2010,CoolJosh3k
2011,Cooperative Innovations
2012,Copperglass
2013,Coral Dream Studio
2014,Corax_Studios
2015,Cordens Interactive
2016,"Corecell Technology Co., Ltd"
2017,Coreffect Interactive
2018,Coresoft Inc.
2019,Corey Martin
2020,Corgi
2021,Corner Office Games
2022,Cornutopia Software
2023,Corpix Games
2024,Corrosive Studios LLC
2025,Corrupted Media Productions
2026,CortexCollider Studios
2027,Cortez Productions
2028,Cortopia Studios
2029,Cory Long
2030,CosCom Art Group
2031,CosMonkeys
2032,Cosmic Adventure Squad
2033,Cosmic Boop
2034,Cosmic Forces
2035,Cosmic Spud
2036,Cosmic Void
2037,Cosmo D
2038,Cosmo D Studios
2039,Cosmo Gatto
2040,Cosmo Machia
2041,Cosmonaut Studios
2042,Cosmos
2043,Costek Games
2044,Cottage Street Interactive
2045,Cotton Candy Cyanide
2046,Cotton Game
2047,Cougar Interactive
2048,Counterplay Games Inc
2049,Courtesy of Endo
2050,Cousins Factory
2051,Covenant.dev
2052,Cow Corp.
2053,Cow Game
2054,Cow Games
2055,Cowboy
2056,Cowleyfornia Studios
2057,Coy Youngblood
2058,Coyote's Corpse
2059,Coyotic Games
2060,Cozy Bee Games
2061,Cozy Live
2062,Cozy Village
2063,CozyStorm
2064,Crablacksmith Studios
2065,Cracked Bone Studios
2066,CrackedGhostGames
2067,Crackoder
2068,Crackshell
2069,Cradle Games
2070,CraebTec
2071,Craft Theory
2072,Crafting Legends
2073,Craftshop Arts Inc.
2074,Crafty Game Lab
2075,Crafty Weazel
2076,Crania Games
2077,Cranky Watermelon
2078,Crashykk Games
2079,Crate Entertainment
2080,Crater Studios
2081,Crave
2082,Crawly Games
2083,Crayz
2084,Crazy Bullet
2085,Crazy Dino Game Studio
2086,Crazy Goat Games
2087,Crazy House
2088,Crazy Rocks
2089,Crazy Turtle Games
2090,CrazyBunch
2091,CrazyLoner
2092,CrazySky3D
2093,Crazysoft Limited
2094,CreSpirit
2095,CreaTeam
2096,Creaky Lantern Games
2097,Creamative
2098,Create Game (OlegM)
2099,Creative Assembly
2100,Creative Bytes Studios
2101,Creative Games Computer Graphics Corporation
2102,Creative Hand
2103,Creative Storm Entertainment
2104,CreativeForge Games
2105,Creativer Game Studio
2106,Creature Cauldron
2107,Creature Labs
2108,Creeepling
2109,Creepy Brothers
2110,Crema
2111,Crenetic
2112,Creobit
2113,Crescent Sun
2114,Crew Lab
2115,CrewLab
2116,Crickkin
2117,Crimson Chaos Studios
2118,Crimsonite Games
2119,Crisp App Studio
2120,Cristian Manolachi
2121,Crit42 Studio
2122,Criterion Games
2123,Critical Miss Games
2124,Critical Rabbit
2125,Critique Gaming
2126,Critix Studios
2127,Critters Collective
2128,Cro Game Developers
2129,Crooks Peak
2130,Cross Game Studio
2131,Croteam
2132,CrowNest Games
2133,Crowbar Collective
2134,Crowfriend
2135,Crown Game
2136,Crownbird
2137,Crowned Daemon Studios
2138,Crows Crows Crows
2139,Crowvisuals
2140,Cruise Elroy
2141,Crunchy
2142,Crush-vAdin
2143,Cryptic Comet Games
2144,Cryptic Sea
2145,Crypton Future Media
2146,Crystal Bat Studio
2147,Crystal Dragon
2148,Crystal Game Works
2149,Crystal Heart's Studio
2150,Crystal Shark Games
2151,CrystallPunk
2152,Crystice Softworks
2153,Crytek
2154,Cube Games
2155,CubeCube Sports Ltd.
2156,Cubinauts
2157,Cubyte Games
2158,Cuca
2159,Cuddle Code
2160,Cuddle Monster Games
2161,Cult Software
2162,Cultic Games
2163,Cupana Games
2164,CupcakeTime Team
2165,Curiosity Computing
2166,Curious Bird
2167,Curious Chicken Games
2168,Curious Fate
2169,Curious Panda Games
2170,Current Games
2171,Curse Box Alt
2172,Curse Box Studios
2173,Curtel Games
2174,Curtis Ashford
2175,CushKim
2176,Cute Hannah's Games
2177,Cutlass Boardgames
2178,"Cyan Worlds, Inc."
2179,Cyanide
2180,Cyanide Studio
2181,Cyber Eye
2182,Cyber Intellect Ltd
2183,Cyber Rhino Studios
2184,CyberConnect2
2185,CyberConnect2 Co. Ltd.
2186,CyberDesktop
2187,CyberDoesStuff
2188,CyberFlux Games
2189,CyberPunch Studios
2190,"CyberStep, Inc."
2191,Cyberdog Software
2192,Cyberian Studios
2193,Cyberius Dei
2194,Cyberlore Studios
2195,Cybernetic Walrus
2196,Cybershoes
2197,Cyberspline Games Inc
2198,Cybertech
2199,Cyberwave
2200,Cyborg Primate
2201,Cyborn B.V.
2202,Cydream
2203,Cyfi Developers
2204,"Cygames, Inc."
2205,Cygnus Entertainment
2206,Cykyria
2207,Cyperk Software
2208,Cypher Creations
2209,Cтрельба
2210,D!Gi productions
2211,D&A Studios
2212,D'Avekki Studios Ltd
2213,D.A.S. Games
2214,D.W. Software
2215,D20Studios
2216,D3T
2217,D4
2218,"D4Enterprise Co., Ltd."
2219,D6 TEAM
2220,DAKIDAKI
2221,DAMNATIO GAMES
2222,DANG!
2223,DARK STUDIO
2224,DAthoughts
2225,DBH
2226,DCTK
2227,DD Games
2228,DD-Consulting
2229,DDDimanN
2230,DDNet Team
2231,DDRACE
2232,DDal
2233,DDreams Games
2234,DE GAMES
2235,DEFICIT Games
2236,DEKLAZON
2237,DELTARTS
2238,DESTINYbit
2239,DEVA
2240,DEVBEEF
2241,DEVBOX
2242,DGMA
2243,DGV-Games
2244,DICE
2245,DICO
2246,DIG Games
2247,DIGIDICED
2248,DIGIFOX
2249,DIMANCHE CORP.
2250,DIRIGO GAMES
2251,DIY Experiences LLC
2252,DK Studio
2253,DLDev
2254,DM CORE
2255,DMM GAMES
2256,DMNT
2257,DMNT Interactive
2258,DND
2259,DNZY Games
2260,DO MY BEST
2261,DODRECK
2262,DOJI
2263,DOKIDOKI GROOVE WORKS
2264,DOMO Studio
2265,DON'T NOD
2266,DONTNOD Entertainment
2267,DOPPELGESICHT
2268,DOTORIS
2269,DOVEINSKY
2270,DPT
2271,"DRAGAMI GAMES, LTD."
2272,DRAGO entertainment
2273,DRAGOLITE
2274,DRAGONnoid
2275,DRAKHAR STUDIO
2276,DRAUGR
2277,DREAMFEEL
2278,DSGame
2279,DSW Games
2280,DU&I
2281,DUBUS Alain
2282,DUT Studio
2283,DVloper
2284,DWall Games
2285,DX Gameworks LLC
2286,DXF Games
2287,DY STUDIO
2288,DYA Games
2289,DYV's Game
2290,DaT Cat Studio
2291,Dabster Entertainment
2292,Dad Hat Games
2293,Daddysucc5000
2294,Daedalic Entertainment
2295,Daev Team
2296,Dahku
2297,"Daikon Games, LLC"
2298,Daily Magic Productions
2299,Daisy Ale Soundworks
2300,Daisy Games
2301,DakeCraft
2302,Daksuki
2303,DalaKoala Games
2304,Dalaran Game Studio
2305,Dale Turner
2306,Damaged Axons
2307,Damian Bernardi
2308,Damian Kubiak
2309,Damian Schloter
2310,Damon Smith
2311,DamonWall
2312,Damp Gnat
2313,Dan Dectis
2314,Dan Goyette
2315,Dan McGrath
2316,Dan Schumacher
2317,Dan Vicarel
2318,Dan's Games
2319,Dandover
2320,Dandylion
2321,Dangerous Derk Interactive
2322,DangerousBob Studio LLC
2323,Dani
2324,Dani Gas
2325,Dani Marti
2326,Danial Rashidi
2327,Danicy
2328,Daniel Benmergui
2329,Daniel Brendel
2330,Daniel Cox
2331,Daniel Gelber
2332,Daniel George
2333,Daniel Hood
2334,Daniel Lochner
2335,Daniel Mullins Games
2336,Daniel Nora
2337,Daniel Noronha
2338,Daniel Onstott
2339,Daniel Seman
2340,Daniel Siqueira Abdelnur
2341,Daniel Somarribas
2342,Daniel Viktorin
2343,Daniel Wiendl
2344,Daniel X Moore
2345,Daniele Doesn't Matter
2346,Daniil Naletov
2347,Daniil Volgutskov
